=== xsim kat_sim -R ===
BANKPOP t=599140000 word=6e154b1087d97f65 acclen=108 vb=1
BANKPOP t=599150000 word=9a0f280dbc43c6ef acclen=96 vb=1
BANKPOP t=599160000 word=8c3da928607c19be acclen=84 vb=1
BANKPOP t=599170000 word=211d4207e857b972 acclen=72 vb=1
BANKPOP t=599190000 word=479e2c7a7956d9d1 acclen=112 vb=1
BANKPOP t=599200000 word=60c02797df1d69c9 acclen=100 vb=1
BANKPOP t=599210000 word=92409aea57ecaca6 acclen=88 vb=1
BANKPOP t=599220000 word=fc7188f850767a5d acclen=76 vb=1
BANKPOP t=599230000 word=01a032174f518ea9 acclen=64 vb=1
BANKPOP t=599250000 word=549cf44a84c3f8af acclen=104 vb=1
BANKPOP t=599260000 word=e6e31fedb95295a6 acclen=92 vb=1
BANKPOP t=599270000 word=a09d7e0ec911d9c1 acclen=80 vb=1
BANKPOP t=599280000 word=458082636b06b7ed acclen=68 vb=1
BANKPOP t=599300000 word=116fdbd910fc5e12 acclen=108 vb=1
BANKPOP t=599310000 word=8a814d6d399f3890 acclen=96 vb=1
BANKPOP t=599320000 word=cf305d7bbcc44c89 acclen=84 vb=1
BANKPOP t=599330000 word=36a532a9cca8c218 acclen=72 vb=1
BANKPOP t=599350000 word=0f3a95521665e79a acclen=112 vb=1
BANKPOP t=599360000 word=e356f3eb66090d7d acclen=100 vb=1
BANKPOP t=599370000 word=cabec6331e2c58d4 acclen=88 vb=1
BANKPOP t=599380000 word=d96a2bc55f841d28 acclen=76 vb=1
BANKPOP t=599390000 word=c000191867403099 acclen=64 vb=1
BANKPOP t=599410000 word=b0a72d60282458e3 acclen=104 vb=1
BANKPOP t=599420000 word=e2dda12f0cdaa2d8 acclen=92 vb=1
BANKPOP t=599430000 word=80bc2690f108fc06 acclen=80 vb=1
BANKPOP t=599440000 word=6ce7cbc4311c7c46 acclen=68 vb=1
BANKPOP t=599460000 word=a794816d846562c2 acclen=108 vb=1
BANKPOP t=599470000 word=f2e87dd2a55225dc acclen=96 vb=1
BANKPOP t=599480000 word=a5802579ca9f35e2 acclen=84 vb=1
BANKPOP t=599490000 word=f517e78c1c541e2b acclen=72 vb=1
BANKPOP t=599510000 word=2dcc41fc0fcdb1de acclen=112 vb=1
BANKPOP t=599520000 word=a67b49de73eec986 acclen=100 vb=1
BANKPOP t=599530000 word=2df1b4cb4f64cc4d acclen=88 vb=1
BANKPOP t=599540000 word=2b03e6f8c48a6126 acclen=76 vb=1
BANKPOP t=599550000 word=541002bfd76a45c3 acclen=64 vb=1
BANKPOP t=599570000 word=0008004002001000 acclen=104 vb=1
BANKPOP t=599580000 word=0010008004002001 acclen=92 vb=1
BANKPOP t=599590000 word=0020010008004002 acclen=80 vb=0
ML-DSA-II.KeyGen, KAT #11 completed in                 4983 clock cycles
BANKPOP t=601060000 word=18a401805c04c121 acclen=72 vb=0
BANKPOP t=601140000 word=2390065b2c351c71 acclen=68 vb=0
BANKPOP t=601220000 word=4092a46510d32e23 acclen=64 vb=1
BANKPOP t=601310000 word=188861c2c38c2090 acclen=72 vb=1
BANKPOP t=601380000 word=022140d40ca31471 acclen=68 vb=0
BANKPOP t=601470000 word=0818002d84e08631 acclen=64 vb=1
BANKPOP t=601560000 word=322005811c64b201 acclen=72 vb=0
BANKPOP t=601640000 word=990c42dc7142912a acclen=68 vb=0
BANKPOP t=601720000 word=4914136832884004 acclen=64 vb=1
BANKPOP t=601820000 word=c6892a152261a018 acclen=72 vb=0
BANKPOP t=601900000 word=190e120a4c021825 acclen=68 vb=1
BANKPOP t=601970000 word=6e04204536202e34 acclen=64 vb=0
BANKPOP t=602670000 word=210360284964a51c acclen=72 vb=0
BANKPOP t=602760000 word=0348891201c0d02a acclen=68 vb=0
BANKPOP t=602840000 word=5194d93040430814 acclen=64 vb=0
BANKPOP t=602940000 word=b69b5008c94d18c8 acclen=72 vb=0
BANKPOP t=603020000 word=0c00022390a10229 acclen=68 vb=0
BANKPOP t=603100000 word=4546c32510013123 acclen=64 vb=0
BANKPOP t=603200000 word=04821038132a069c acclen=72 vb=0
BANKPOP t=603280000 word=932da28850800980 acclen=68 vb=1
BANKPOP t=603350000 word=4c441c65c70a4436 acclen=64 vb=0
BANKPOP t=603450000 word=166128b69b101012 acclen=72 vb=1
BANKPOP t=603530000 word=2350840a6233128c acclen=68 vb=0
BANKPOP t=603610000 word=30c2e46632c47088 acclen=64 vb=0
BANKPOP t=604320000 word=20c98c28d34cb421 acclen=72 vb=1
BANKPOP t=604390000 word=904d40035110a220 acclen=68 vb=0
BANKPOP t=604480000 word=10b0502d92e324b2 acclen=64 vb=1
BANKPOP t=604560000 word=36438d365851a252 acclen=72 vb=0
BANKPOP t=604650000 word=2484829189a1204d acclen=68 vb=1
BANKPOP t=604720000 word=1220990595045222 acclen=64 vb=0
BANKPOP t=604820000 word=84cb6d08984dc8c1 acclen=72 vb=0
BANKPOP t=604900000 word=0c1024640d06c871 acclen=68 vb=1
BANKPOP t=604970000 word=6d10a208b4e24994 acclen=64 vb=0
BANKPOP t=605070000 word=409431a72148340b acclen=72 vb=0
BANKPOP t=605150000 word=8c70a69a72430a91 acclen=68 vb=1
BANKPOP t=605230000 word=45969a21444824c0 acclen=64 vb=0
BANKPOP t=605930000 word=380400c0904cb6d0 acclen=72 vb=0
BANKPOP t=606010000 word=080c800350205008 acclen=68 vb=0
BANKPOP t=606090000 word=30801c1180182ca5 acclen=64 vb=0
BANKPOP t=606180000 word=110924c00a68a802 acclen=72 vb=0
BANKPOP t=606270000 word=d09198d025468a6a acclen=68 vb=1
BANKPOP t=606350000 word=70228024964a9044 acclen=64 vb=1
BANKPOP t=606450000 word=991b0922a2040283 acclen=72 vb=1
BANKPOP t=606520000 word=8a2c20d11192e091 acclen=68 vb=0
BANKPOP t=606600000 word=6d44a18cc68420c4 acclen=64 vb=0
BANKPOP t=606700000 word=31107220dc461444 acclen=72 vb=1
BANKPOP t=606770000 word=d920301b91165a24 acclen=68 vb=0
BANKPOP t=606850000 word=80221b60404829b4 acclen=64 vb=0
BANKPOP t=607550000 word=b65185051a65a4e2 acclen=72 vb=0
BANKPOP t=607650000 word=c96612cb86384889 acclen=68 vb=1
BANKPOP t=607720000 word=46169a70344b5136 acclen=64 vb=0
BANKPOP t=607830000 word=148032340109c8d1 acclen=72 vb=1
BANKPOP t=607900000 word=916881003234136c acclen=68 vb=1
BANKPOP t=607980000 word=8414a251351a31c6 acclen=64 vb=1
BANKPOP t=608080000 word=c6c92d328350a710 acclen=72 vb=1
BANKPOP t=608160000 word=d488c91824950a4c acclen=68 vb=1
BANKPOP t=608230000 word=8e40a30c86436dc0 acclen=64 vb=0
BANKPOP t=608340000 word=40d86024ca8e4620 acclen=72 vb=1
BANKPOP t=608420000 word=4851344465c30c4e acclen=68 vb=0
BANKPOP t=608500000 word=68c40b6002823124 acclen=64 vb=0
BANKPOP t=609200000 word=30cb24450c8548a0 acclen=72 vb=0
BANKPOP t=609280000 word=816cc41a4936598a acclen=68 vb=0
BANKPOP t=609360000 word=0ca00c6620116d06 acclen=64 vb=0
BANKPOP t=609460000 word=441925109029b6d9 acclen=72 vb=0
BANKPOP t=609540000 word=8b0015080884d860 acclen=68 vb=0
BANKPOP t=609620000 word=09189c1220128e36 acclen=64 vb=1
BANKPOP t=609720000 word=24606826db8e325a acclen=72 vb=1
BANKPOP t=609790000 word=014e160391880a49 acclen=68 vb=0
BANKPOP t=609870000 word=2a264369249b2446 acclen=64 vb=1
BANKPOP t=609970000 word=00d06c140c008022 acclen=72 vb=1
BANKPOP t=610040000 word=100906182ca40992 acclen=68 vb=0
BANKPOP t=610120000 word=2a490148426340a7 acclen=64 vb=0
BANKPOP t=610830000 word=385225305a9244cb acclen=72 vb=1
BANKPOP t=610910000 word=4128104810c08428 acclen=68 vb=0
BANKPOP t=610990000 word=2d46894d84dc8612 acclen=64 vb=1
BANKPOP t=611080000 word=92436cc8486cc402 acclen=72 vb=0
BANKPOP t=611170000 word=9225941a6e12c245 acclen=68 vb=1
BANKPOP t=611240000 word=0d32cb0002646cc2 acclen=64 vb=0
BANKPOP t=611340000 word=324c80861b0c2918 acclen=72 vb=1
BANKPOP t=611420000 word=191036d04936e18d acclen=68 vb=1
BANKPOP t=611500000 word=6ca51170a81c69b7 acclen=64 vb=0
BANKPOP t=611600000 word=c921901818458501 acclen=72 vb=0
BANKPOP t=611680000 word=048e35206d452050 acclen=68 vb=0
BANKPOP t=611760000 word=50430960010b8038 acclen=64 vb=0
BANKPOP t=612460000 word=a080442210008203 acclen=72 vb=0
BANKPOP t=612540000 word=4a91440460b11864 acclen=68 vb=0
BANKPOP t=612620000 word=09a4528532812030 acclen=64 vb=1
BANKPOP t=612720000 word=a8095100592c3302 acclen=72 vb=0
BANKPOP t=612810000 word=212489194e446409 acclen=68 vb=1
BANKPOP t=612880000 word=84c6247210632d19 acclen=64 vb=1
BANKPOP t=612980000 word=288c8084a184a0db acclen=72 vb=0
BANKPOP t=613060000 word=884e130161c51b65 acclen=68 vb=1
BANKPOP t=613140000 word=0c43084126810616 acclen=64 vb=0
BANKPOP t=613240000 word=30e045a28a6e0214 acclen=72 vb=1
BANKPOP t=613320000 word=096d00da6e262462 acclen=68 vb=0
BANKPOP t=613400000 word=2840880d84e01086 acclen=64 vb=0
BANKPOP t=644010000 word=26254689b6501f9a acclen=80 vb=1
BANKPOP t=644030000 word=44c6814ca234d195 acclen=96 vb=1
BANKPOP t=644040000 word=9cb8803373b3d727 acclen=72 vb=1
BANKPOP t=644060000 word=20dbdaf6a45e5837 acclen=88 vb=1
BANKPOP t=644070000 word=394e29eed60f4994 acclen=64 vb=1
BANKPOP t=644090000 word=2932056ad51ac31f acclen=80 vb=1
BANKPOP t=644110000 word=7de553333370c6c6 acclen=96 vb=1
BANKPOP t=644120000 word=6ed5b34914c8c1e5 acclen=72 vb=1
BANKPOP t=644140000 word=8ae9de94d3bac45d acclen=88 vb=1
BANKPOP t=644150000 word=5022d0e541cc5567 acclen=64 vb=1
BANKPOP t=644170000 word=91a46421016086c8 acclen=80 vb=1
BANKPOP t=644190000 word=1d0d04b511acd6cd acclen=96 vb=1
BANKPOP t=644200000 word=dfa6da95e04e664d acclen=72 vb=1
BANKPOP t=644220000 word=f4a87d5e84c49131 acclen=88 vb=1
BANKPOP t=644230000 word=a4df51671a303f3b acclen=64 vb=1
BANKPOP t=644250000 word=3cde23876b901cbd acclen=80 vb=1
BANKPOP t=644270000 word=d9345436225df4ab acclen=96 vb=1
BANKPOP t=644280000 word=af24f591b536ead7 acclen=72 vb=1
BANKPOP t=644300000 word=c784d377b27c9881 acclen=88 vb=1
BANKPOP t=644310000 word=08d07965fd6dbb99 acclen=64 vb=1
BANKPOP t=644330000 word=ff2d8964a74ad2e1 acclen=80 vb=1
BANKPOP t=644350000 word=94a3632e5d4fbe41 acclen=96 vb=1
BANKPOP t=644360000 word=ce77b88a84c93186 acclen=72 vb=1
BANKPOP t=644380000 word=d4d391860764f784 acclen=88 vb=1
BANKPOP t=644390000 word=91d4fe94b9acc0d8 acclen=64 vb=1
BANKPOP t=644410000 word=ca1500a808735cdf acclen=80 vb=1
BANKPOP t=644430000 word=f95f06bfa45cfb7f acclen=96 vb=1
BANKPOP t=644440000 word=8fdd628e509f6845 acclen=72 vb=1
BANKPOP t=644460000 word=cea1c7ed9908117c acclen=88 vb=1
BANKPOP t=644470000 word=b8a75c8abd16ab4e acclen=64 vb=1
BANKPOP t=644490000 word=85a7395f8dcdaf20 acclen=80 vb=1
BANKPOP t=644510000 word=8d9eebcae8663f07 acclen=96 vb=1
BANKPOP t=644520000 word=3b7aacf9d79d6fac acclen=72 vb=1
BANKPOP t=644540000 word=e3ce5799909e9a7a acclen=88 vb=1
BANKPOP t=644550000 word=606ad82909fde163 acclen=64 vb=1
BANKPOP t=644570000 word=6ddf89ac0697f647 acclen=80 vb=1
BANKPOP t=644590000 word=4b73c7d6a0baeccd acclen=96 vb=1
BANKPOP t=644600000 word=e859bba2652719e3 acclen=72 vb=1
BANKPOP t=644620000 word=ab83ed30ec3aa5e9 acclen=88 vb=1
BANKPOP t=644630000 word=e3f29316976b0ac7 acclen=64 vb=0
BANKPOP t=644760000 word=f6c496cf8e68631c acclen=80 vb=1
BANKPOP t=644780000 word=de0874c7606f90a9 acclen=96 vb=1
BANKPOP t=644790000 word=4ee63d2323b3f018 acclen=72 vb=1
BANKPOP t=644810000 word=75c6528354892152 acclen=88 vb=1
BANKPOP t=644820000 word=c5cc01d01ff8f8ac acclen=64 vb=1
BANKPOP t=644840000 word=07d980e0f11da05c acclen=80 vb=1
BANKPOP t=644860000 word=e9ea43d7fa67fc5e acclen=96 vb=1
BANKPOP t=644870000 word=d3fb86835f5f420f acclen=72 vb=1
BANKPOP t=644890000 word=10c90123d77be907 acclen=88 vb=1
BANKPOP t=644900000 word=604888af08d5458d acclen=64 vb=1
BANKPOP t=644920000 word=146fb5a2d36b6a66 acclen=80 vb=1
BANKPOP t=644940000 word=30cdfd7eb8fb414d acclen=96 vb=1
BANKPOP t=644950000 word=fb189fc445672945 acclen=72 vb=1
BANKPOP t=644970000 word=b736ca7047020d22 acclen=88 vb=1
BANKPOP t=644980000 word=f895b86dc02503c9 acclen=64 vb=1
BANKPOP t=645000000 word=f8edb2e3a1e7bcb4 acclen=80 vb=1
BANKPOP t=645020000 word=f8f590ad1b90dd04 acclen=96 vb=1
BANKPOP t=645030000 word=d8cd00cfba5fe356 acclen=72 vb=1
BANKPOP t=645050000 word=2b52430bb0fd3052 acclen=88 vb=1
BANKPOP t=645060000 word=5bab54a62a6fad63 acclen=64 vb=1
BANKPOP t=645080000 word=1ac9fa1f312c90f2 acclen=80 vb=1
BANKPOP t=645100000 word=0327327804fea32f acclen=96 vb=1
BANKPOP t=645110000 word=77d850e0d1aec2f1 acclen=72 vb=1
BANKPOP t=645130000 word=473160ddddad643b acclen=88 vb=1
BANKPOP t=645140000 word=ee8f521a30adcff4 acclen=64 vb=1
BANKPOP t=645160000 word=4eb711aa063797a0 acclen=80 vb=1
BANKPOP t=645180000 word=622f3d47fb1078c0 acclen=96 vb=1
BANKPOP t=645190000 word=4b35e94b9f2ceaf0 acclen=72 vb=1
BANKPOP t=645210000 word=dc3a601ab5847f83 acclen=88 vb=1
BANKPOP t=645220000 word=8b55bf222838c234 acclen=64 vb=1
BANKPOP t=645240000 word=144c4ab160013852 acclen=80 vb=1
BANKPOP t=645260000 word=dff9919b9781b542 acclen=96 vb=1
BANKPOP t=645270000 word=089a5543e6a46bfb acclen=72 vb=1
BANKPOP t=645290000 word=29dede9d3d877af7 acclen=88 vb=1
BANKPOP t=645300000 word=0e0d0122fca908e6 acclen=64 vb=1
BANKPOP t=645320000 word=4ec7f1614fe101f9 acclen=80 vb=1
BANKPOP t=645340000 word=99fc80cce83c1339 acclen=96 vb=1
BANKPOP t=645350000 word=f0f07e73aff9eaa8 acclen=72 vb=1
BANKPOP t=645370000 word=6a49f1ae4df51955 acclen=88 vb=1
BANKPOP t=645380000 word=390a0604e2e509b2 acclen=64 vb=0
BANKPOP t=645510000 word=978ed32dac1374c2 acclen=80 vb=1
BANKPOP t=645530000 word=e390ad37dc8c7df2 acclen=96 vb=1
BANKPOP t=645540000 word=f48c1f6b546aceb0 acclen=72 vb=1
BANKPOP t=645560000 word=bf2fa98088f9193b acclen=88 vb=1
BANKPOP t=645570000 word=cb37ad0e9405fc45 acclen=64 vb=1
BANKPOP t=645590000 word=94bfc55e7b59e64d acclen=80 vb=1
BANKPOP t=645610000 word=87fcb9a7f8b89073 acclen=96 vb=1
BANKPOP t=645620000 word=81bab8b6f78ae487 acclen=72 vb=1
BANKPOP t=645640000 word=61fa3d5d3872bde0 acclen=88 vb=1
BANKPOP t=645650000 word=2955ef3cb5d7f5d9 acclen=64 vb=1
BANKPOP t=645670000 word=204a2c7b6e60531c acclen=80 vb=1
BANKPOP t=645690000 word=6b3a592546d4e886 acclen=96 vb=1
BANKPOP t=645700000 word=70d28393be1eb714 acclen=72 vb=1
BANKPOP t=645720000 word=21f8f0a7a467c16f acclen=88 vb=1
BANKPOP t=645730000 word=bf6aa95c4fab81c6 acclen=64 vb=1
BANKPOP t=645750000 word=5043e60413ca7ea5 acclen=80 vb=1
BANKPOP t=645770000 word=7fbcc45757f3339f acclen=96 vb=1
BANKPOP t=645780000 word=a75277c4792f374a acclen=72 vb=1
BANKPOP t=645800000 word=8f2966ea03741502 acclen=88 vb=1
BANKPOP t=645810000 word=995283cd5786f5bd acclen=64 vb=1
BANKPOP t=645830000 word=f28e6ba7e8a5dfdb acclen=80 vb=1
BANKPOP t=645850000 word=b2a1bb8b14ee3a95 acclen=96 vb=1
BANKPOP t=645860000 word=02feed6a8d7d2bee acclen=72 vb=1
BANKPOP t=645880000 word=b6264d2ad5cb3776 acclen=88 vb=1
BANKPOP t=645890000 word=b4ec0ed312f53f7c acclen=64 vb=1
BANKPOP t=645910000 word=0fbe04fc64b9c850 acclen=80 vb=1
BANKPOP t=645930000 word=e83125119c8fded9 acclen=96 vb=1
BANKPOP t=645940000 word=a253c5daaf538e77 acclen=72 vb=1
BANKPOP t=645960000 word=71db5a2e3c4a82e3 acclen=88 vb=1
BANKPOP t=645970000 word=186431be2201fcb9 acclen=64 vb=1
BANKPOP t=645990000 word=55a6a681810b2d9a acclen=80 vb=1
BANKPOP t=646010000 word=5f79e183ca7ba60a acclen=96 vb=1
BANKPOP t=646020000 word=f42c49690b64c6d5 acclen=72 vb=1
BANKPOP t=646040000 word=d895c9acfb9d5b21 acclen=88 vb=1
BANKPOP t=646050000 word=c87e674ea9a755ba acclen=64 vb=1
BANKPOP t=646070000 word=d0d5ca2732d15ae6 acclen=80 vb=1
BANKPOP t=646090000 word=56ae46e16d2643ea acclen=96 vb=1
BANKPOP t=646100000 word=3af82c1a12f60cf2 acclen=72 vb=1
BANKPOP t=646120000 word=c2764a2ee1247ec6 acclen=88 vb=1
BANKPOP t=646130000 word=16ea88f9fc49ed66 acclen=64 vb=0
BANKPOP t=646260000 word=70946cc6a9b9c789 acclen=80 vb=1
BANKPOP t=646280000 word=987d928b9add010b acclen=96 vb=1
BANKPOP t=646290000 word=896280797a55c2c4 acclen=72 vb=1
BANKPOP t=646310000 word=1c35db986c86d556 acclen=88 vb=1
BANKPOP t=646320000 word=009ca0724cad9373 acclen=64 vb=1
BANKPOP t=646340000 word=36fef9cd1d544b18 acclen=80 vb=1
BANKPOP t=646360000 word=1197f651d6d10fe5 acclen=96 vb=1
BANKPOP t=646370000 word=86d69984bfa4b6bb acclen=72 vb=1
BANKPOP t=646390000 word=638f85ad346db7fd acclen=88 vb=1
BANKPOP t=646400000 word=4b6f23ae7451dea0 acclen=64 vb=1
BANKPOP t=646420000 word=da4aa086c0b31742 acclen=80 vb=1
BANKPOP t=646440000 word=c8f8af0d4bebb04a acclen=96 vb=1
BANKPOP t=646450000 word=a6245b5fa1e55a49 acclen=72 vb=1
BANKPOP t=646470000 word=0f44e5649ee2aecb acclen=88 vb=1
BANKPOP t=646480000 word=97d5fb56ba97ad07 acclen=64 vb=1
BANKPOP t=646500000 word=172a65b191ebc5db acclen=80 vb=1
BANKPOP t=646520000 word=c58658aa22694173 acclen=96 vb=1
BANKPOP t=646530000 word=92c5c145e0553b41 acclen=72 vb=1
BANKPOP t=646550000 word=6a32a0c2ef5d8308 acclen=88 vb=1
BANKPOP t=646560000 word=4cf372dfc296f28d acclen=64 vb=1
BANKPOP t=646580000 word=1b0970183d6ff6fc acclen=80 vb=1
BANKPOP t=646600000 word=45ca7b5abf51fdbd acclen=96 vb=1
BANKPOP t=646610000 word=78f3a7da668e409b acclen=72 vb=1
BANKPOP t=646630000 word=71e63c70d1e02141 acclen=88 vb=1
BANKPOP t=646640000 word=3be18aa0f28d133a acclen=64 vb=1
BANKPOP t=646660000 word=a1d2b9b8c1e6c1cc acclen=80 vb=1
BANKPOP t=646680000 word=c37ed64066f6af3d acclen=96 vb=1
BANKPOP t=646690000 word=ce73682d0a8cec5a acclen=72 vb=1
BANKPOP t=646710000 word=4112db5dc2839223 acclen=88 vb=1
BANKPOP t=646720000 word=c0579e29d25ec99f acclen=64 vb=1
BANKPOP t=646740000 word=fde2f81bd9d05de9 acclen=80 vb=1
BANKPOP t=646760000 word=8fe82ef5c7683131 acclen=96 vb=1
BANKPOP t=646770000 word=5db7617b8e6eef3d acclen=72 vb=1
BANKPOP t=646790000 word=e64e8ddc53f7ffbc acclen=88 vb=1
BANKPOP t=646800000 word=7f27ab70650c2d5d acclen=64 vb=1
BANKPOP t=646820000 word=309b4ca111a2fc0d acclen=80 vb=1
BANKPOP t=646840000 word=aa9fe934c8100b15 acclen=96 vb=1
BANKPOP t=646850000 word=0373b12e112e1639 acclen=72 vb=1
BANKPOP t=646870000 word=7fd0572ad5a86c8f acclen=88 vb=1
BANKPOP t=646880000 word=f8f2838abd0d8788 acclen=64 vb=0
BANKPOP t=646950000 word=064b2d52f8677ef9 acclen=104 vb=1
BANKPOP t=646960000 word=d5a4c67d26cd76e7 acclen=92 vb=1
BANKPOP t=646970000 word=9248df4172904058 acclen=80 vb=1
BANKPOP t=646980000 word=aed4cf8b1e44b146 acclen=68 vb=1
BANKPOP t=647000000 word=43e5593b7eb2d6b7 acclen=108 vb=1
BANKPOP t=647010000 word=aa846c4958d29cb1 acclen=96 vb=1
BANKPOP t=647020000 word=c7cd8a93308febab acclen=84 vb=1
BANKPOP t=647030000 word=a5e3c41ab37efce6 acclen=72 vb=1
BANKPOP t=647050000 word=5b2a5d40e5e61beb acclen=112 vb=1
BANKPOP t=647060000 word=918b5ff16ffd016a acclen=100 vb=1
BANKPOP t=647070000 word=ded9ff4bea058b8d acclen=88 vb=1
BANKPOP t=647080000 word=719df29571600c1a acclen=76 vb=1
BANKPOP t=647090000 word=c4f4207668fd13f2 acclen=64 vb=1
BANKPOP t=647110000 word=b556abfbcda2b813 acclen=104 vb=1
BANKPOP t=647120000 word=cf31d87e2abee052 acclen=92 vb=1
BANKPOP t=647130000 word=d8a9da910dac7e3d acclen=80 vb=1
BANKPOP t=647140000 word=e61792612f8f4c19 acclen=68 vb=1
BANKPOP t=647160000 word=eabfce2540bbaa55 acclen=108 vb=1
BANKPOP t=647170000 word=0e1fb5e7976e469c acclen=96 vb=1
BANKPOP t=647180000 word=7e1afdab9fc5f899 acclen=84 vb=1
BANKPOP t=647190000 word=dc0890e174a7678f acclen=72 vb=1
BANKPOP t=647210000 word=3b4faec7e17c6982 acclen=112 vb=1
BANKPOP t=647220000 word=8000697eccafa1df acclen=100 vb=1
BANKPOP t=647230000 word=f134256947dfcc5a acclen=88 vb=1
BANKPOP t=647240000 word=ddfa02fe0703b597 acclen=76 vb=1
BANKPOP t=647250000 word=42e7a4661ae4768b acclen=64 vb=1
BANKPOP t=647270000 word=4275c1e77e510127 acclen=104 vb=1
BANKPOP t=647280000 word=4a06d949f99548a1 acclen=92 vb=1
BANKPOP t=647290000 word=34708e4982083460 acclen=80 vb=1
BANKPOP t=647300000 word=c8cc5b49b60d413a acclen=68 vb=1
BANKPOP t=647320000 word=10c9e39dacfa01d0 acclen=108 vb=1
BANKPOP t=647330000 word=7ffbd794116ca97d acclen=96 vb=1
BANKPOP t=647340000 word=dcc7e4557f214fc8 acclen=84 vb=1
BANKPOP t=647350000 word=732e393e71a4f9e4 acclen=72 vb=1
BANKPOP t=647370000 word=662b10d21fa31d16 acclen=112 vb=1
BANKPOP t=647380000 word=5f6624dc70b019cb acclen=100 vb=1
BANKPOP t=647390000 word=6f076973eef7ee3b acclen=88 vb=1
BANKPOP t=647400000 word=9ffdeed9f719f764 acclen=76 vb=1
BANKPOP t=647410000 word=775c3344509e108d acclen=64 vb=1
BANKPOP t=647430000 word=6b9036236c500052 acclen=104 vb=1
BANKPOP t=647440000 word=0ee5c42fdef0ac8d acclen=92 vb=1
BANKPOP t=647450000 word=a827ef0c1ee85117 acclen=80 vb=1
BANKPOP t=647460000 word=ea7c4f82f28c3006 acclen=68 vb=1
BANKPOP t=647480000 word=b09e50f8616b00b4 acclen=108 vb=1
BANKPOP t=647490000 word=69425f289d91a339 acclen=96 vb=1
BANKPOP t=647500000 word=52f6747f58e4157d acclen=84 vb=1
BANKPOP t=647510000 word=a83bca2ab41c1e99 acclen=72 vb=1
BANKPOP t=647530000 word=e99cb3f9403125a7 acclen=112 vb=1
BANKPOP t=647540000 word=c4ed6f77520dec18 acclen=100 vb=1
BANKPOP t=647550000 word=a7fcff5d735d22cc acclen=88 vb=1
BANKPOP t=647560000 word=5bdedaec310264e1 acclen=76 vb=1
BANKPOP t=647570000 word=2810d54631ee4475 acclen=64 vb=1
BANKPOP t=647590000 word=0e8e59064289a38f acclen=104 vb=1
BANKPOP t=647600000 word=3e7b7dbb7cbdd1b2 acclen=92 vb=1
BANKPOP t=647610000 word=1d74e598288f7618 acclen=80 vb=1
BANKPOP t=647620000 word=a50692ccda8cb214 acclen=68 vb=1
BANKPOP t=647640000 word=f1e048a04ea72d35 acclen=108 vb=1
BANKPOP t=647650000 word=f5e1c9afc2d27d3a acclen=96 vb=1
BANKPOP t=647660000 word=88d49c96b653026a acclen=84 vb=1
BANKPOP t=647670000 word=cc5fc09bcb208518 acclen=72 vb=1
BANKPOP t=647690000 word=4d1981ac1fae8a94 acclen=112 vb=1
BANKPOP t=647700000 word=29894170a906b591 acclen=100 vb=1
BANKPOP t=647710000 word=7d7d3567b3ef41da acclen=88 vb=1
BANKPOP t=647720000 word=7a8935f7247cdca5 acclen=76 vb=1
BANKPOP t=647730000 word=e6d97530c51e97a6 acclen=64 vb=1
BANKPOP t=647750000 word=4908a4bfea261048 acclen=104 vb=1
BANKPOP t=647760000 word=7298051af1eedc8a acclen=92 vb=1
BANKPOP t=647770000 word=4369e0f134a40b6a acclen=80 vb=1
BANKPOP t=647780000 word=074cc89e61e95c77 acclen=68 vb=1
BANKPOP t=647800000 word=48450d4b62380c1f acclen=108 vb=1
BANKPOP t=647810000 word=228ac3920ffc85a3 acclen=96 vb=1
BANKPOP t=647820000 word=291d66e874e4179a acclen=84 vb=1
BANKPOP t=647830000 word=c424339a064a2e89 acclen=72 vb=1
BANKPOP t=647850000 word=cfb0092418f83404 acclen=112 vb=1
BANKPOP t=647860000 word=dad6afba3118c677 acclen=100 vb=1
BANKPOP t=647870000 word=4e7cfdcd7088e0bf acclen=88 vb=1
BANKPOP t=647880000 word=aa867392d3847698 acclen=76 vb=1
BANKPOP t=647890000 word=40ee695ce474b067 acclen=64 vb=1
BANKPOP t=647910000 word=da440b8ff9a5721e acclen=104 vb=1
BANKPOP t=647920000 word=facabbae42b9a705 acclen=92 vb=1
BANKPOP t=647930000 word=4352e6710182cbdd acclen=80 vb=1
BANKPOP t=647940000 word=8c43c7db6bc9824a acclen=68 vb=1
BANKPOP t=647960000 word=afc4ad5000255caf acclen=108 vb=1
BANKPOP t=647970000 word=3a5ed3f8a5149caa acclen=96 vb=1
BANKPOP t=647980000 word=814590135ed7110f acclen=84 vb=1
BANKPOP t=647990000 word=db05b322fe43cb08 acclen=72 vb=1
BANKPOP t=648010000 word=2dbcb6832781acf1 acclen=112 vb=1
BANKPOP t=648020000 word=2455926906fd63f9 acclen=100 vb=1
BANKPOP t=648030000 word=13b5def993914f5b acclen=88 vb=1
BANKPOP t=648040000 word=7a4c75b4dad36829 acclen=76 vb=1
BANKPOP t=648050000 word=ba24e142ccf0009f acclen=64 vb=1
BANKPOP t=648070000 word=a5e3e08215ed2c14 acclen=104 vb=1
BANKPOP t=648080000 word=e81cab034fbccbd5 acclen=92 vb=1
BANKPOP t=648090000 word=e151d091e7e41f53 acclen=80 vb=1
